Vehicle_ID,Station_ID,Vehicle_Type,Battery_Capacity_kWh,Manufacturer,Model_Name,Registration_Year,Owner_Type
65855,21683,Electric Bike,54.8,Audi,e-tron,2025,Educational Institution
65856,19837,Sedan,75.2,Tesla,Model 3,2022,Taxi Operator
65857,21520,Minivan,96.8,MG,Comet EV,2019,Rental Agency
65858,23867,Electric Scooter,38.9,Nissan,Leaf,2023,Corporate
65859,16800,Crossover,79.1,BYD,Atto 3,2025,Educational Institution
65860,16478,Compact SUV,60.1,Audi,Q4 e-tron,2023,Municipal Utility
65861,13105,Sedan,97,Maruti Suzuki,eVX,2018,Municipal Utility
65862,17678,Truck,98.5,Mercedes-Benz,EQE,2024,Educational Institution
65863,17852,Electric Bike,52.2,Tesla,Model S,2025,Government
65864,10479,Sedan,63.5,BMW,iX,2024,Educational Institution
65865,12937,Convertible,47.9,Mahindra,XUV400,2019,Government
65866,21883,Coupe,56.2,Tata,Punch EV,2025,Rental Agency
65867,26630,Coupe,76.4,Tata,Tigor EV,2025,Fleet
65868,26104,Electric Scooter,69.5,Hyundai,Kona Electric,2025,Taxi Operator
65869,10497,Convertible,40.6,Jeep,Avenger EV,2023,Municipal Utility
65870,16929,Coupe,79.3,BYD,Seal,2022,Government
65871,23536,Minivan,63.1,Mercedes-Benz,EQS,2020,Delivery Service
65872,25902,Luxury Sedan,97.2,Tata,Nexon EV,2023,Educational Institution
65873,26050,Crossover,66.3,Skoda,Enyaq iV,2024,Individual
65874,10839,Van,92.3,Ford,F-150 Lightning,2022,Taxi Operator
65875,12061,Convertible,40.9,Honda,e,2020,Municipal Utility
65876,13642,Electric Bike,76.8,Volvo,C40 Recharge,2025,Individual
65877,19330,Three-Wheeler,42.2,Nissan,Ariya,2025,Educational Institution
65878,29321,Truck,51.3,Tata,Nexon EV,2024,Municipal Utility
65879,23289,SUV,58.7,Maruti Suzuki,Futuro-e,2020,Taxi Operator
65880,17038,Convertible,90.1,Audi,Q4 e-tron,2020,Ride-Sharing Partner
65881,11064,Sedan,73.3,BMW,i4,2018,Ride-Sharing Partner
65882,22655,Pickup,90.6,Skoda,Enyaq iV,2021,Educational Institution
65883,20220,Sedan,64.7,Audi,Q4 e-tron,2022,Rental Agency
65884,20629,Hatchback,35.3,Tata,Nexon EV,2018,Educational Institution
65885,13654,SUV,97.9,Audi,e-tron,2019,Government
65886,25054,Electric Scooter,71.1,BYD,Seal,2025,Municipal Utility
65887,23143,Luxury Sedan,35.1,Audi,Q4 e-tron,2023,Rental Agency
65888,19804,Truck,60.9,Renault,K-ZE,2025,Government
65889,22136,Minivan,77.8,Jeep,Avenger EV,2023,Individual
65890,28484,Van,72.2,Volvo,XC40 Recharge,2020,Municipal Utility
65891,17970,Coupe,34.3,Nissan,Ariya,2020,Rental Agency
65892,24404,Three-Wheeler,61.6,Tesla,Model Y,2020,Ride-Sharing Partner
65893,22890,Electric Scooter,75.6,Tata,Nexon EV,2020,Individual
65894,18588,Three-Wheeler,52.1,Audi,Q8 e-tron,2025,Corporate
65895,25355,Sedan,56.9,Nissan,Leaf,2020,Fleet
65896,15031,Minivan,31.2,Honda,e,2022,Rental Agency
65897,16054,SUV,67.7,Honda,e,2023,Delivery Service
65898,16570,Coupe,54.8,Jeep,Avenger EV,2021,Taxi Operator
65899,17746,Hatchback,42.4,Maruti Suzuki,Futuro-e,2024,Educational Institution
65900,13173,Crossover,55.7,Mercedes-Benz,EQB,2018,Government
65901,16887,Crossover,59.2,Jeep,Avenger EV,2025,Municipal Utility
65902,17136,Three-Wheeler,37.9,BMW,i4,2025,Educational Institution
65903,15360,Truck,71.9,Jeep,Avenger EV,2021,Ride-Sharing Partner
65904,25146,Electric Scooter,40.7,Volkswagen,ID.4,2020,Fleet
65905,16616,Convertible,31.5,BMW,iX,2020,Municipal Utility
65906,14198,Pickup,98.5,Honda,e,2024,Fleet
65907,29446,Crossover,59.5,Kia,Soul EV,2020,Individual
65908,11623,Compact SUV,72.3,MG,Comet EV,2022,Government
65909,29194,Crossover,65.4,MG,ZS EV,2019,Delivery Service
65910,13534,Luxury Sedan,52.2,Citroën,ë-C3,2022,Taxi Operator
65911,18737,Van,75.4,Nissan,Leaf,2025,Ride-Sharing Partner
65912,24036,Pickup,99.4,Nissan,Ariya,2019,Educational Institution
65913,27866,Three-Wheeler,87.5,Tesla,Model S,2018,Delivery Service
65914,28716,Luxury Sedan,81.5,Tata,Tigor EV,2025,Corporate
65915,22595,Compact SUV,78.3,Jeep,Avenger EV,2025,Delivery Service
65916,28429,Coupe,90.3,Mahindra,BE.05,2018,Municipal Utility
65917,24586,Electric Bike,87.8,Skoda,Enyaq iV,2020,Municipal Utility
65918,14001,Hatchback,80.3,BYD,e6,2024,Rental Agency
65919,19489,Sedan,34.3,Hyundai,Kona Electric,2020,Fleet
65920,16240,Luxury Sedan,42.6,Citroën,ë-C3,2024,Rental Agency
65921,15262,SUV,32.3,Volvo,XC40 Recharge,2021,Fleet
65922,14677,SUV,57.9,MG,Comet EV,2020,Educational Institution
65923,24387,Hatchback,76.6,Ford,F-150 Lightning,2023,Delivery Service
65924,23701,Minivan,32.1,Volkswagen,ID.3,2018,Ride-Sharing Partner
65925,10212,Crossover,85.8,Audi,e-tron,2018,Rental Agency
65926,19867,Electric Scooter,64.1,Kia,EV6,2025,Taxi Operator
65927,25155,Luxury Sedan,77.4,Renault,ZOE,2025,Rental Agency
65928,28679,Coupe,87.7,Mahindra,XUV400,2019,Rental Agency
65929,25083,Minivan,82.1,Skoda,Enyaq iV,2020,Taxi Operator
65930,10833,Truck,79.4,Maruti Suzuki,Futuro-e,2024,Ride-Sharing Partner
65931,27893,Sedan,46.8,BMW,i7,2018,Government
65932,24834,Electric Scooter,45,Kia,Soul EV,2024,Delivery Service
65933,25277,Truck,98.6,Mahindra,BE.05,2022,Corporate
65934,16182,Coupe,37.2,Tesla,Model S,2022,Rental Agency
65935,19019,Luxury Sedan,69.3,Honda,e,2020,Municipal Utility
65936,19837,Sedan,47.8,Renault,ZOE,2024,Fleet
65937,14435,Luxury Sedan,73.5,Skoda,Enyaq iV,2022,Government
65938,23429,Van,58.6,Mercedes-Benz,EQS,2018,Fleet
65939,10115,Coupe,55.5,Hyundai,Ioniq 5,2025,Government
65940,14056,Van,97.5,MG,Comet EV,2024,Corporate
65941,14329,Electric Bike,60,Honda,e,2022,Educational Institution
65942,23941,Electric Bike,35.8,Honda,e,2023,Government
65943,11480,SUV,86,Mercedes-Benz,EQB,2025,Rental Agency
65944,16637,Electric Scooter,92.7,Audi,e-tron,2020,Corporate
65945,26464,Coupe,36,Jeep,Avenger EV,2023,Corporate
65946,14677,Electric Scooter,90.3,MG,ZS EV,2021,Fleet
65947,17464,Luxury Sedan,58.1,Audi,e-tron,2021,Delivery Service
65948,27530,Coupe,81.8,Mahindra,XUV400,2025,Ride-Sharing Partner
65949,12099,Compact SUV,39.6,Jeep,Avenger EV,2025,Ride-Sharing Partner
65950,14369,Minivan,37.3,Volkswagen,ID.3,2018,Government
65951,24429,Crossover,84.7,Nissan,Ariya,2024,Rental Agency
65952,22399,Luxury Sedan,37.6,Hyundai,Ioniq 5,2021,Delivery Service
65953,27872,Electric Scooter,59.7,Kia,EV6,2021,Delivery Service
65954,28619,Convertible,58.2,Tesla,Model 3,2022,Rental Agency
65955,14287,Convertible,69.8,Ford,Mustang Mach-E,2022,Municipal Utility
65956,10684,Truck,53,Skoda,Enyaq iV,2020,Corporate
65957,16530,Sedan,91.6,Mercedes-Benz,EQB,2018,Educational Institution
65958,29772,Luxury Sedan,80.4,Mahindra,BE.05,2021,Rental Agency
65959,28922,Hatchback,36.2,Kia,Soul EV,2023,Taxi Operator
65960,22885,SUV,86.1,Renault,ZOE,2023,Taxi Operator
65961,22866,Pickup,55.1,BMW,iX,2020,Municipal Utility
65962,14813,Electric Scooter,69.4,Nissan,Ariya,2022,Educational Institution
65963,17085,Crossover,70.5,MG,ZS EV,2018,Delivery Service
65964,16134,Electric Scooter,43.4,Volvo,XC40 Recharge,2021,Municipal Utility
65965,16956,Convertible,96.2,Audi,Q4 e-tron,2025,Corporate
65966,28167,Coupe,80.7,Skoda,Enyaq iV,2024,Taxi Operator
65967,14023,Pickup,89.6,Citroën,ë-C3,2021,Fleet
65968,21119,Compact SUV,49.1,Hyundai,Kona Electric,2023,Taxi Operator
65969,27398,Compact SUV,66.7,Jeep,Avenger EV,2021,Delivery Service
65970,17723,Electric Bike,44.3,Kia,EV6,2021,Municipal Utility
65971,11489,Hatchback,80,Maruti Suzuki,eVX,2024,Delivery Service
65972,18600,Coupe,97.4,Maruti Suzuki,Futuro-e,2023,Government
65973,10643,Hatchback,78.4,Maruti Suzuki,Futuro-e,2021,Fleet
65974,16319,Compact SUV,87.3,Ford,F-150 Lightning,2024,Educational Institution
65975,24908,Coupe,95.3,Hyundai,Ioniq 5,2022,Delivery Service
65976,23033,Convertible,76.5,Ford,F-150 Lightning,2023,Educational Institution
65977,18884,Three-Wheeler,33.9,BMW,i7,2019,Corporate
65978,19199,Convertible,55.1,Jeep,Avenger EV,2021,Municipal Utility
65979,22722,Van,78.5,BMW,i7,2021,Government
65980,10955,Compact SUV,38.9,MG,Comet EV,2020,Delivery Service
65981,23532,Electric Bike,41,Hyundai,Kona Electric,2025,Municipal Utility
65982,26010,Pickup,62.6,Citroën,ë-C3,2023,Rental Agency
65983,19816,Minivan,84.7,Kia,Soul EV,2025,Fleet
65984,14353,Electric Scooter,91.8,Honda,e,2021,Taxi Operator
65985,25093,Crossover,78.5,Kia,EV6,2022,Delivery Service
65986,26922,Crossover,94.9,Audi,Q8 e-tron,2022,Ride-Sharing Partner
65987,15306,SUV,55.8,Hyundai,Kona Electric,2024,Rental Agency
65988,27803,Compact SUV,35.4,Kia,Soul EV,2019,Ride-Sharing Partner
65989,20501,Minivan,84.3,Mercedes-Benz,EQB,2025,Educational Institution
65990,16312,Electric Scooter,43.2,Nissan,Leaf,2023,Corporate
65991,21049,Minivan,61.8,Volkswagen,ID.4,2019,Taxi Operator
65992,18405,Luxury Sedan,70.6,Kia,Soul EV,2019,Taxi Operator
65993,21619,Sedan,51.1,Maruti Suzuki,Futuro-e,2020,Corporate
65994,16458,Convertible,32.9,Maruti Suzuki,eVX,2025,Rental Agency
65995,27978,Minivan,38.6,Hyundai,Kona Electric,2021,Corporate
65996,14823,SUV,98.5,Tesla,Model Y,2024,Taxi Operator
65997,13927,Three-Wheeler,61.6,Mahindra,XUV400,2024,Taxi Operator
65998,18531,Crossover,31.2,BMW,i4,2020,Ride-Sharing Partner
65999,17307,Electric Bike,39,Tesla,Model 3,2023,Taxi Operator
66000,28044,Minivan,43.6,Citroën,ë-C3,2025,Delivery Service
66001,17041,Electric Scooter,99.2,Skoda,Enyaq iV,2019,Corporate
66002,24014,Three-Wheeler,45.2,BMW,iX,2020,Delivery Service
66003,21126,Coupe,71.6,Mercedes-Benz,EQE,2023,Educational Institution
66004,28465,Truck,35.8,Jeep,Avenger EV,2018,Taxi Operator
66005,18927,Electric Bike,84.4,Mercedes-Benz,EQE,2019,Government
66006,26364,Sedan,72.2,Tesla,Model S,2024,Municipal Utility
66007,13984,Hatchback,86.3,Citroën,ë-C3,2025,Corporate
66008,16870,Pickup,95.5,Ford,Mustang Mach-E,2023,Rental Agency
66009,16796,Coupe,87.1,Audi,Q8 e-tron,2022,Municipal Utility
66010,23900,Pickup,47.2,Tata,Nexon EV,2024,Municipal Utility
66011,19731,Three-Wheeler,93.2,Jeep,Avenger EV,2019,Ride-Sharing Partner
66012,16650,Truck,35.5,Kia,Soul EV,2019,Delivery Service
66013,12157,Crossover,80.5,Kia,EV6,2022,Municipal Utility
66014,13278,SUV,55.6,Volkswagen,ID.3,2023,Individual
66015,16381,Compact SUV,39.8,Renault,K-ZE,2024,Taxi Operator
66016,18970,Electric Scooter,51.6,Kia,EV6,2023,Delivery Service
66017,25897,Van,67.8,Tesla,Model 3,2018,Corporate
66018,14546,Pickup,72.7,Kia,Soul EV,2024,Individual
66019,29325,Electric Scooter,66.2,Mercedes-Benz,EQE,2021,Corporate
66020,10637,Luxury Sedan,66,Ford,Mustang Mach-E,2019,Rental Agency
66021,26999,Van,72.8,Tesla,Model S,2022,Individual
66022,23653,Crossover,37.2,Nissan,Ariya,2021,Ride-Sharing Partner
66023,24684,Luxury Sedan,56.8,MG,Comet EV,2023,Corporate
66024,17159,Three-Wheeler,76.9,Honda,Prologue,2018,Municipal Utility
66025,11276,Coupe,39.8,MG,Comet EV,2021,Corporate
66026,23948,Three-Wheeler,30.6,Maruti Suzuki,Futuro-e,2025,Educational Institution
66027,10697,SUV,43.3,Kia,EV6,2021,Corporate
66028,11768,SUV,60.6,Skoda,Enyaq iV,2024,Delivery Service
66029,22041,Compact SUV,39,Tesla,Model Y,2020,Fleet
66030,20858,Three-Wheeler,64.7,Skoda,Enyaq iV,2023,Municipal Utility
66031,14232,Electric Bike,78.4,Tata,Nexon EV,2025,Rental Agency
66032,10921,Van,54.8,Citroën,ë-C3,2020,Government
66033,23678,Coupe,65.9,Tesla,Model S,2023,Government
66034,27484,Pickup,72,Maruti Suzuki,Futuro-e,2024,Fleet
66035,19957,Convertible,73.2,Volvo,C40 Recharge,2025,Government
66036,10608,Three-Wheeler,48.5,Jeep,Avenger EV,2024,Educational Institution
66037,11239,Hatchback,45.5,Volvo,XC40 Recharge,2025,Government
66038,15019,SUV,85,Tesla,Model Y,2018,Delivery Service
66039,20452,Luxury Sedan,78.1,Skoda,Enyaq iV,2018,Taxi Operator
66040,14421,Pickup,74,Tesla,Model S,2022,Ride-Sharing Partner
66041,23052,Van,63.1,Volkswagen,ID.3,2024,Municipal Utility
66042,20560,Coupe,66.5,Audi,Q4 e-tron,2019,Municipal Utility
66043,28641,Pickup,38,Citroën,ë-C3,2019,Municipal Utility
66044,25379,Coupe,83.8,BYD,Atto 3,2019,Educational Institution
66045,26824,Truck,41.8,Audi,Q4 e-tron,2019,Individual
66046,16635,Convertible,91.3,Citroën,ë-C3,2022,Delivery Service
66047,13237,Compact SUV,63.1,Mahindra,BE.05,2025,Government
66048,28615,SUV,95.7,Jeep,Avenger EV,2023,Corporate
66049,20335,Sedan,59.1,Volkswagen,ID.3,2020,Educational Institution
66050,27593,Truck,45.9,Volvo,C40 Recharge,2021,Municipal Utility
66051,10788,Pickup,47.8,MG,ZS EV,2018,Delivery Service
66052,23481,Compact SUV,89.2,Citroën,ë-C3,2021,Delivery Service
66053,16410,Sedan,80.6,BYD,e6,2021,Fleet
66054,26809,Van,52.1,Skoda,Enyaq iV,2022,Corporate
66055,12649,Three-Wheeler,95.6,Jeep,Avenger EV,2025,Taxi Operator
66056,28083,Electric Scooter,79.1,Nissan,Ariya,2018,Delivery Service
66057,25144,Electric Bike,55.2,Honda,Prologue,2018,Educational Institution
66058,17855,Crossover,99.6,BMW,i4,2019,Ride-Sharing Partner
66059,20686,Pickup,95.9,Skoda,Enyaq iV,2019,Rental Agency
66060,29210,Three-Wheeler,31,Hyundai,Kona Electric,2022,Municipal Utility
66061,23316,Convertible,95.5,Honda,Prologue,2025,Educational Institution
66062,12827,Coupe,91.2,Ford,F-150 Lightning,2021,Educational Institution
66063,25552,Three-Wheeler,46.7,Nissan,Leaf,2018,Educational Institution
66064,19198,Electric Bike,40.6,BYD,e6,2018,Ride-Sharing Partner
66065,21995,Sedan,94.2,Volvo,C40 Recharge,2021,Educational Institution
66066,21970,Minivan,77.9,Renault,ZOE,2025,Municipal Utility
66067,27750,SUV,53.7,Volkswagen,ID.3,2025,Taxi Operator
66068,25148,Van,84,Honda,e,2020,Taxi Operator
66069,14057,Coupe,83.5,Mahindra,XUV400,2024,Delivery Service
66070,21749,Coupe,89.5,BMW,i4,2018,Government
66071,21792,Pickup,37.1,BYD,Seal,2018,Rental Agency
66072,10886,Compact SUV,81.1,Skoda,Enyaq iV,2021,Educational Institution
66073,29543,Hatchback,86.4,Volvo,C40 Recharge,2019,Corporate
66074,18106,Pickup,84.6,Maruti Suzuki,Futuro-e,2025,Delivery Service
66075,12718,Compact SUV,84.5,BYD,Seal,2020,Taxi Operator
66076,24175,SUV,91.9,Tesla,Model 3,2025,Delivery Service
66077,19219,Minivan,39.1,Mercedes-Benz,EQS,2022,Ride-Sharing Partner
66078,14660,Pickup,62.1,Mahindra,eVerito,2022,Individual
66079,15338,Convertible,71.1,MG,Comet EV,2025,Taxi Operator
66080,12414,Van,43.9,Maruti Suzuki,Futuro-e,2023,Corporate
66081,12343,Convertible,30.6,MG,ZS EV,2025,Fleet
66082,22601,Electric Scooter,64.8,Honda,Prologue,2018,Ride-Sharing Partner
66083,17871,Pickup,48.9,Honda,e,2021,Individual
66084,29976,Coupe,92.1,Renault,K-ZE,2022,Government
66085,22553,Hatchback,41.7,Hyundai,Ioniq 5,2019,Ride-Sharing Partner
66086,18298,Truck,68.4,Mahindra,XUV400,2018,Educational Institution
66087,22416,Electric Scooter,52.3,Tata,Tigor EV,2018,Rental Agency
66088,26861,Sedan,72.8,Volkswagen,ID.3,2020,Fleet
66089,18001,Luxury Sedan,78.2,Honda,Prologue,2023,Individual
66090,15977,Convertible,58.9,BYD,Atto 3,2018,Individual
66091,22774,Van,67.1,Skoda,Enyaq iV,2022,Ride-Sharing Partner
66092,13890,Pickup,46.9,Skoda,Enyaq iV,2022,Taxi Operator
66093,29768,Coupe,51.6,Hyundai,Kona Electric,2021,Rental Agency
66094,17577,Three-Wheeler,90.4,Skoda,Enyaq iV,2025,Delivery Service
66095,18421,Electric Bike,78.2,Ford,Mustang Mach-E,2019,Municipal Utility
66096,16076,Van,84.1,Nissan,Leaf,2020,Fleet
66097,14996,Compact SUV,47.3,Mahindra,BE.05,2021,Ride-Sharing Partner
66098,15488,Sedan,65.9,Volvo,XC40 Recharge,2021,Government
66099,25124,Crossover,64.9,BMW,iX,2023,Individual
66100,27284,Pickup,92.5,Jeep,Avenger EV,2021,Individual
66101,19623,Hatchback,88.5,Ford,F-150 Lightning,2018,Municipal Utility
66102,16749,Sedan,97.6,BMW,iX,2021,Taxi Operator
66103,25272,Crossover,52.5,Ford,F-150 Lightning,2025,Government
66104,19589,Compact SUV,73.4,Hyundai,Ioniq 5,2019,Corporate
66105,18148,Sedan,80.8,Audi,e-tron,2025,Rental Agency
66106,13758,Pickup,66,Volvo,XC40 Recharge,2023,Rental Agency
66107,19583,Truck,36.7,Audi,e-tron,2024,Corporate
66108,29933,Sedan,80.2,Skoda,Enyaq iV,2023,Individual
66109,18706,Sedan,74.2,Volkswagen,ID.3,2022,Rental Agency
66110,25547,Electric Bike,47.6,Mahindra,XUV400,2021,Municipal Utility
66111,11844,Minivan,66.2,Volkswagen,ID.4,2020,Government
66112,29349,Electric Bike,31,Jeep,Avenger EV,2024,Government
66113,25194,Pickup,34.3,Maruti Suzuki,eVX,2025,Fleet
66114,24081,Truck,46.5,Honda,Prologue,2018,Government
66115,10451,Convertible,44.8,Volvo,C40 Recharge,2020,Fleet
66116,13978,Electric Bike,35.6,Tesla,Model S,2022,Government
66117,29206,Electric Bike,84,Nissan,Ariya,2018,Delivery Service
66118,14769,Three-Wheeler,39.4,Mahindra,eVerito,2019,Rental Agency
66119,28641,Crossover,84.1,Mercedes-Benz,EQS,2024,Educational Institution
66120,13703,Pickup,56.5,Tesla,Model S,2025,Delivery Service
66121,13778,Convertible,93.8,Mahindra,BE.05,2024,Ride-Sharing Partner
66122,23791,Hatchback,71.6,Volkswagen,ID.3,2021,Rental Agency
66123,25955,Luxury Sedan,93.4,Mahindra,eVerito,2021,Fleet
66124,17079,Pickup,32.6,Volvo,XC40 Recharge,2020,Rental Agency
66125,23909,Convertible,84.8,Mahindra,eVerito,2019,Municipal Utility
66126,15712,Three-Wheeler,90.1,Citroën,ë-C3,2018,Corporate
66127,16057,Pickup,67.7,Maruti Suzuki,Futuro-e,2022,Municipal Utility
66128,20656,Luxury Sedan,47.5,MG,ZS EV,2019,Municipal Utility
66129,14322,Compact SUV,57.7,MG,Comet EV,2020,Municipal Utility
66130,16002,Van,41.5,Mahindra,BE.05,2020,Delivery Service
66131,29556,Sedan,39.8,Jeep,Avenger EV,2025,Individual
66132,18521,Crossover,94.9,Kia,Soul EV,2022,Delivery Service
66133,27616,Convertible,48.5,Mercedes-Benz,EQS,2019,Delivery Service
66134,27602,Pickup,99.6,Nissan,Ariya,2024,Educational Institution
66135,21477,Minivan,65.6,Hyundai,Kona Electric,2021,Rental Agency
66136,17722,Compact SUV,67.5,BYD,Atto 3,2020,Taxi Operator
66137,14405,Sedan,92,Volkswagen,ID.3,2018,Taxi Operator
66138,29008,Sedan,96.5,Ford,Mustang Mach-E,2021,Individual
66139,10492,Compact SUV,95.3,BMW,i7,2024,Municipal Utility
66140,29887,Convertible,38.9,Maruti Suzuki,Futuro-e,2023,Educational Institution
66141,10490,Three-Wheeler,62.2,Skoda,Enyaq iV,2019,Corporate
66142,25324,Convertible,76.9,MG,ZS EV,2025,Fleet
66143,18413,Coupe,34,Tesla,Model Y,2020,Corporate
66144,15381,Van,61.2,Mercedes-Benz,EQB,2023,Corporate
66145,21547,Hatchback,78.3,Tata,Nexon EV,2022,Municipal Utility
66146,13662,Pickup,31.5,Mercedes-Benz,EQE,2022,Individual
66147,20332,Minivan,49.4,Maruti Suzuki,eVX,2021,Individual
66148,26254,Pickup,86.4,Ford,F-150 Lightning,2022,Ride-Sharing Partner
66149,12814,Pickup,68.2,Kia,Soul EV,2019,Municipal Utility
66150,19791,Crossover,81.9,Jeep,Avenger EV,2022,Government
66151,24241,Sedan,46.9,Mercedes-Benz,EQB,2022,Educational Institution
66152,29121,Truck,51.5,Audi,Q8 e-tron,2024,Delivery Service
66153,24616,Truck,46.2,Mahindra,BE.05,2020,Corporate
66154,22497,Electric Bike,48.4,BYD,e6,2019,Individual
66155,16741,Crossover,98.5,Hyundai,Ioniq 5,2025,Ride-Sharing Partner
66156,21358,Electric Scooter,92.6,Honda,e,2018,Educational Institution
66157,15929,Three-Wheeler,54.1,Renault,ZOE,2020,Educational Institution
66158,19004,Luxury Sedan,37.6,Ford,F-150 Lightning,2023,Rental Agency
66159,29151,Electric Bike,44.5,Hyundai,Kona Electric,2018,Educational Institution
66160,10019,Van,86.1,Mahindra,BE.05,2018,Rental Agency
66161,10950,Convertible,91.1,Kia,EV6,2021,Taxi Operator
66162,19827,Hatchback,50.5,BMW,iX,2025,Fleet
66163,16346,Truck,56.4,Tesla,Model 3,2023,Corporate
66164,10942,Crossover,36.7,Tesla,Model S,2025,Individual
66165,14158,Convertible,88.5,Tata,Tigor EV,2021,Corporate
66166,27031,Electric Bike,96,MG,ZS EV,2020,Corporate
66167,16461,Luxury Sedan,87.5,Hyundai,Ioniq 5,2025,Corporate
66168,18096,Truck,98.7,Renault,ZOE,2025,Fleet
66169,11781,Sedan,84.6,Audi,Q4 e-tron,2018,Fleet
66170,24896,Coupe,64.9,Honda,Prologue,2021,Delivery Service
66171,16051,Van,40.4,Kia,Soul EV,2024,Delivery Service
66172,22096,Sedan,59.3,Mercedes-Benz,EQS,2025,Delivery Service
66173,26580,Electric Scooter,86.2,Skoda,Enyaq iV,2024,Individual
66174,22434,Electric Bike,40.1,Citroën,ë-C3,2022,Taxi Operator
66175,14959,Luxury Sedan,55.5,Nissan,Ariya,2024,Taxi Operator
66176,28566,Coupe,60.1,BMW,i4,2020,Corporate
66177,12428,Sedan,87.8,Kia,Soul EV,2023,Government
66178,25936,Pickup,91.8,BYD,e6,2022,Ride-Sharing Partner
66179,14535,Van,70,Tesla,Model Y,2022,Corporate
66180,13013,Convertible,34.3,Maruti Suzuki,Futuro-e,2023,Fleet
66181,27293,Three-Wheeler,75.8,Tata,Punch EV,2019,Fleet
66182,25886,Truck,97,Citroën,ë-C3,2025,Government
66183,28736,Luxury Sedan,48.5,Renault,K-ZE,2024,Government
66184,11986,Truck,61.2,Jeep,Avenger EV,2025,Ride-Sharing Partner
66185,19482,Truck,63.8,Tesla,Model S,2024,Ride-Sharing Partner
66186,17020,Three-Wheeler,72.2,Mercedes-Benz,EQB,2018,Individual
66187,23446,Convertible,31.9,Tesla,Model S,2023,Municipal Utility
66188,22928,Electric Bike,59,BYD,e6,2020,Fleet
66189,14324,Luxury Sedan,70.7,Nissan,Ariya,2018,Municipal Utility
66190,28308,Compact SUV,95.8,Citroën,ë-C3,2021,Individual
66191,25467,Minivan,88.2,Mahindra,BE.05,2019,Fleet
66192,15819,SUV,52.4,Honda,e,2022,Educational Institution
66193,15910,Van,80.7,BMW,i4,2019,Rental Agency
66194,21978,Convertible,97.9,Kia,Soul EV,2018,Government
66195,25053,Minivan,65.1,Tesla,Model 3,2025,Delivery Service
66196,11981,Hatchback,56.3,Volvo,C40 Recharge,2022,Educational Institution
66197,18017,Pickup,71.4,Mahindra,BE.05,2021,Ride-Sharing Partner
66198,25681,SUV,84.3,Skoda,Enyaq iV,2022,Rental Agency
66199,12567,Pickup,54.9,Ford,F-150 Lightning,2025,Rental Agency
66200,25195,Luxury Sedan,70.5,Ford,F-150 Lightning,2021,Ride-Sharing Partner
66201,15679,Luxury Sedan,85.3,Honda,Prologue,2022,Taxi Operator
66202,16713,Minivan,30.9,Nissan,Leaf,2020,Delivery Service
66203,27031,Crossover,32.9,Tata,Punch EV,2018,Taxi Operator
66204,14995,Minivan,72.8,Honda,Prologue,2023,Fleet
66205,27613,Van,86.2,Honda,e,2021,Educational Institution
66206,20506,SUV,36.1,Kia,EV6,2023,Rental Agency
66207,25246,SUV,88.1,Tesla,Model 3,2024,Municipal Utility
66208,21947,SUV,37.6,Honda,e,2023,Educational Institution
66209,23895,Luxury Sedan,43.5,Renault,ZOE,2019,Ride-Sharing Partner
66210,29464,SUV,90.9,Skoda,Enyaq iV,2023,Educational Institution
66211,29322,Pickup,97.4,MG,Comet EV,2020,Municipal Utility
66212,27747,Truck,96.6,Citroën,ë-C3,2024,Municipal Utility
66213,19726,Electric Scooter,98.1,Kia,Soul EV,2018,Educational Institution
66214,13550,Electric Scooter,79.9,Nissan,Ariya,2021,Rental Agency
66215,17965,Sedan,99,Tata,Punch EV,2024,Ride-Sharing Partner
66216,27293,Crossover,48.8,Hyundai,Ioniq 5,2021,Fleet
66217,21762,Electric Bike,42.9,BMW,i4,2025,Government
66218,27689,SUV,37.9,Tata,Tigor EV,2018,Educational Institution
66219,25481,Minivan,94.4,Maruti Suzuki,Futuro-e,2023,Corporate
66220,20941,Truck,39.8,Jeep,Avenger EV,2025,Corporate
66221,14763,Convertible,87,BMW,iX,2019,Ride-Sharing Partner
66222,26895,Crossover,34.2,Honda,e,2023,Ride-Sharing Partner
66223,22544,Sedan,66.7,Volkswagen,ID.3,2019,Rental Agency
66224,11444,Compact SUV,66.3,MG,ZS EV,2020,Government
66225,24917,Truck,42.2,Hyundai,Kona Electric,2020,Corporate
66226,26386,Coupe,38.1,Skoda,Enyaq iV,2020,Ride-Sharing Partner
66227,19430,Sedan,59.6,Citroën,ë-C3,2018,Taxi Operator
66228,13715,Three-Wheeler,84.2,Renault,K-ZE,2023,Government
66229,27794,Minivan,72.1,Maruti Suzuki,eVX,2020,Corporate
66230,16104,SUV,63,Audi,Q4 e-tron,2021,Rental Agency
66231,15500,Electric Bike,41.7,Skoda,Enyaq iV,2020,Educational Institution
66232,11138,Van,61.9,Volkswagen,ID.4,2021,Fleet
66233,18305,Luxury Sedan,93.6,Volkswagen,ID.4,2025,Municipal Utility
66234,17120,SUV,90.1,MG,Comet EV,2019,Taxi Operator
66235,15591,SUV,78.6,Kia,EV6,2018,Fleet
66236,28168,Compact SUV,59.8,Jeep,Avenger EV,2020,Taxi Operator
66237,27250,Pickup,67.8,BYD,e6,2024,Government
